Time (s),Speed (km/h),Timestamp
0.04008293151855469,3.0362926829268284,13:42:12.905
0.22230291366577148,3.001714285714285,13:42:13.087
0.327862024307251,2.987162790697673,13:42:13.193
0.43805575370788574,2.955272727272726,13:42:13.303
0.5396606922149658,2.9811891891891893,13:42:13.404
0.645319938659668,2.9444210526315793,13:42:13.510
0.7509677410125732,2.9492307692307698,13:42:13.616
0.8565938472747803,2.9538,13:42:13.721
1.065307855606079,2.9010731707317072,13:42:13.930
1.170799732208252,2.850857142857143,13:42:14.036
1.276397705078125,2.9126511627906977,13:42:14.141
1.3802828788757324,2.9896363636363636,13:42:14.245
1.4858307838439941,3.0632,13:42:14.351
1.5913028717041016,3.064695652173913,13:42:14.456
1.696955919265747,3.150382978723404,13:42:14.562
1.7998876571655273,3.2812499999999996,13:42:14.665
1.9055187702178955,3.2304489795918365,13:42:14.770
2.008730888366699,3.3386399999999994,13:42:14.874
2.1142947673797607,3.3042352941176465,13:42:14.979
2.2171666622161865,3.255923076923076,13:42:15.082
2.4485156536102295,3.224377358490565,13:42:15.313
2.62082576751709,3.291199999999999,13:42:15.486
2.726442813873291,3.254086956521738,13:42:15.591
2.832030773162842,3.201702127659573,13:42:15.697
2.9376540184020996,3.1514999999999986,13:42:15.802
3.0431838035583496,3.1356734693877537,13:42:15.908
3.148812770843506,3.1989599999999987,13:42:16.014
3.381863832473755,3.1517142857142844,13:42:16.247
3.626171827316284,3.096837209302324,13:42:16.491
3.7315828800201416,3.0624545454545435,13:42:16.596
3.8370978832244873,3.029599999999998,13:42:16.702
3.94258189201355,2.9809565217391283,13:42:16.807
4.048221826553345,2.934382978723402,13:42:16.913
4.153847694396973,3.6764999999999985,13:42:17.019
4.259411811828613,3.6499591836734675,13:42:17.124
4.364984750747681,3.592799999999998,13:42:17.230
4.468676805496216,3.6148235294117623,13:42:17.333
4.574307680130005,3.5271428571428567,13:42:17.439
4.679869890213013,3.4635348837209294,13:42:17.545
4.781200885772705,3.420818181818181,13:42:17.646
4.88700795173645,3.4143999999999988,13:42:17.752
4.9926438331604,3.357391304347825,13:42:17.857
5.098310708999634,3.3694468085106375,13:42:17.963
5.203979969024658,3.3487499999999986,13:42:18.069
5.309637784957886,3.2965714285714274,13:42:18.174
5.415273904800415,3.340799999999999,13:42:18.280
5.518772840499878,3.2908235294117634,13:42:18.384
5.62322473526001,3.4371818181818177,13:42:18.488
5.860311031341553,3.378399999999999,13:42:18.725
5.965990781784058,3.3730434782608687,13:42:18.831
6.0715179443359375,3.3518297872340415,13:42:18.936
6.177017688751221,3.5279999999999987,13:42:19.042
6.282574653625488,3.4883265306122437,13:42:19.147
6.388354778289795,3.4660799999999985,13:42:19.253
6.493605852127075,3.413647058823528,13:42:19.358
6.5991737842559814,3.4626976744186035,13:42:19.464
6.704773902893066,3.437999999999999,13:42:19.570
6.8155388832092285,3.379199999999998,13:42:19.680
6.921060800552368,3.3573913043478245,13:42:19.786
7.024712800979614,3.403148936170211,13:42:19.890
7.13036584854126,3.3817499999999985,13:42:19.995
7.235958576202393,3.3612244897959163,13:42:20.101
7.341563701629639,3.356639999999998,13:42:20.206
7.447123765945435,3.321882352941174,13:42:20.312
7.552599668502808,3.1172727272727254,13:42:20.417
7.658085823059082,3.1007999999999982,13:42:20.523
7.7636497020721436,3.050608695652172,13:42:20.628
7.86474084854126,3.019404255319147,13:42:20.730
7.970304012298584,3.0547499999999985,13:42:20.835
8.075833797454834,3.024734693877549,13:42:20.941
8.181363821029663,2.980079999999998,13:42:21.046
8.286926746368408,3.0451764705882334,13:42:21.152
8.392460584640503,3.0620769230769214,13:42:21.257
8.497154712677002,3.0192452830188663,13:42:21.362
8.618706941604614,3.08527659574468,13:42:21.484
8.724174737930298,3.0374999999999988,13:42:21.589
8.829636812210083,3.0078367346938766,13:42:21.694
8.935196876525879,3.0103199999999988,13:42:21.800
9.040778875350952,2.997882352941175,13:42:21.906
9.146390914916992,2.970692307692306,13:42:22.011
9.252153873443604,2.9295849056603758,13:42:22.117
9.357791900634766,2.9479999999999986,13:42:22.223
9.46334171295166,2.9087999999999985,13:42:22.328
9.569019794464111,2.465617021276596,13:42:22.434
9.684960842132568,2.4307499999999997,13:42:22.550
9.790506839752197,2.6059591836734697,13:42:22.655
9.896158933639526,2.664,13:42:22.761
9.997994899749756,2.627294117647059,13:42:22.863
10.121112823486328,2.773384615384616,13:42:22.986
10.226631879806519,2.736,13:42:23.091
10.332204818725586,2.7293333333333334,13:42:23.197
10.437813997268677,3.065890909090909,13:42:23.303
10.543352842330933,3.0252857142857144,13:42:23.408
10.648916959762573,3.319659574468084,13:42:23.514
10.754475831985474,3.2669999999999986,13:42:23.619
10.954487800598145,3.2488163265306107,13:42:23.819
11.060162782669067,3.2155199999999984,13:42:23.925
11.165722846984863,3.167999999999998,13:42:24.031
11.271277666091919,3.1223076923076905,13:42:24.136
11.376799821853638,3.1082264150943373,13:42:24.242
11.482381820678711,3.1819999999999977,13:42:24.347
11.587882995605469,3.186382978723403,13:42:24.453
11.693416833877563,3.1364999999999985,13:42:24.558
11.79893183708191,3.088653061224488,13:42:24.664
11.904438018798828,3.0743999999999985,13:42:24.769
12.029038667678833,3.1687058823529393,13:42:24.894
12.134564876556396,3.1229999999999984,13:42:24.999
12.240120649337769,3.1089056603773564,13:42:25.105
12.345686912536621,3.109333333333331,13:42:25.210
